,number,value,params_precip_const_1,params_precip_const_2,params_precip_const_3,params_precip_const_4,params_precip_const_5,params_precip_const_6,params_precip_const_7,params_precip_const_8,params_precip_const_9,params_precip_const_10,params_precip_const_11,params_precip_const_12,params_residual_const_1,params_residual_const_2,params_residual_const_3,params_residual_const_4,params_residual_const_5,params_residual_const_6,params_residual_const_7,params_residual_const_8,params_residual_const_9,params_residual_const_10,params_residual_const_11,params_residual_const_12,datetime_start,datetime_complete,duration,state,,
665,665,19.83330192,0.09,0.67,0.41,0.78,0.34,0.58,0.52,0.41,0.07,0.55,0.24,0.06,0.85,0.14,0.19,0.07,0.4,0.13,0.97,0.29,0.05,0,0.12,0.58,48:38.0,49:24.6,0 days 00:00:46.578355,COMPLETE,,
487,487,19.8335486,0.4,0.58,0.42,0.57,0.47,0.43,0.71,0.27,0.22,0.93,1,0.19,0.06,0.3,0.14,0.02,0.57,0.62,0.78,0.63,0.83,0.13,0.39,0.09,44:06.2,44:30.9,0 days 00:00:24.731983,COMPLETE,,
555,555,19.8375743,0.4,0.64,0.33,0.72,0.52,0.52,0.71,0.24,0.14,0.93,0.98,0.11,0.02,0.2,0.15,0.07,0.61,0.71,0.64,0.66,0.22,0.11,0.4,0.86,17:27.0,18:30.9,0 days 00:01:03.883121,COMPLETE,,
595,595,19.83858724,0.48,0.66,0.45,0.75,0.41,0.55,0.61,0.33,0.07,0.48,0.58,0.04,0.81,0.2,0.19,0.02,0.3,0.26,0.53,0.22,0.13,0.09,0.25,0.91,49:57.5,50:32.9,0 days 00:00:35.462006,COMPLETE,,
583,583,19.84003689,0.42,0.67,0.45,0.74,0.38,0.54,0.61,0.31,0.06,0.6,0.54,0.03,0.16,0.17,0.11,0.05,0.53,0.18,0.65,0.22,0.1,0.11,0.21,0.11,39:23.1,40:01.6,0 days 00:00:38.458207,COMPLETE,,
236,236,19.84287851,0.82,0.88,0.04,0.39,0.63,0.52,0.86,0.34,0.11,0.19,0.87,0.32,0.47,0.63,0.44,0.2,0.86,0.12,0.03,0.8,0.62,0.8,0.06,0.44,15:28.1,16:00.0,0 days 00:00:31.907384,COMPLETE,,
123,123,19.844559,0.67,0.77,0.46,0.33,0.41,0.62,0.71,0.51,0.14,0.3,0.65,0.57,0.3,0.59,0.95,0.06,0.76,0.09,0.36,0.89,0.43,0.74,0.95,0.28,17:15.6,18:37.2,0 days 00:01:21.660306,COMPLETE,,
254,254,19.84519507,0.76,0.98,0.02,0.32,0.63,0.54,0.8,0.28,0.09,0.18,0.86,0.55,0.38,0.61,0.79,0.13,0.88,0.05,0.04,0.84,0.75,0.77,0.4,0.31,32:51.5,33:24.5,0 days 00:00:32.945030,COMPLETE,,
750,750,19.84559291,0.18,0.7,0.82,0.88,0.34,0.84,0.59,0.3,0.14,0.61,0.46,0.02,0.7,0.12,0.21,0.08,0.42,0.15,0.94,0.34,0.05,0.07,0.2,0.61,59:18.6,59:46.5,0 days 00:00:27.878740,COMPLETE,,
852,852,19.84634896,0.11,0.53,0.56,0.72,0.44,0.49,0.62,0.27,0.2,0.42,0.28,0.75,0.92,0.09,0.13,0,0.72,0.09,0.8,0.3,0.18,0.02,0.1,0.57,21:37.3,22:16.1,0 days 00:00:38.786755,COMPLETE,,
756,756,19.84657923,0.16,0.72,0.51,0.77,0.28,0.56,0.55,0.3,0.09,0.62,0.49,0.03,0.77,0.08,0.2,0.06,0.24,0.2,0.92,0.26,0.1,0.06,0.19,0.68,04:07.8,04:45.6,0 days 00:00:37.705484,COMPLETE,,
406,406,19.84806934,0.56,0.75,0.11,0.49,0.4,0.5,0.77,0.23,0.07,0.98,0.96,0.2,0.28,0.43,0.3,0.08,0.98,0.53,0.13,0.55,0.76,0.97,0.41,0.23,04:51.4,05:23.4,0 days 00:00:32.018759,COMPLETE,,
392,392,19.85006941,0.61,0.75,0.14,0.54,0.45,0.38,0.8,0.23,0.18,0.91,0.89,0.22,0.17,0.44,0.33,0.06,0.98,0.52,0.19,0.58,0.82,0.98,0.51,0.18,10:07.3,10:51.9,0 days 00:00:44.595012,COMPLETE,,
436,436,19.85292896,0.42,0.59,0.25,0.62,0.52,0.44,0.76,0.25,0.22,0.99,0.94,0.21,0.19,0.24,0.11,0.09,0.55,0.27,0.74,0.64,0.81,0.36,0.55,0.1,20:13.7,20:57.7,0 days 00:00:43.991082,COMPLETE,,
129,129,19.85299818,0.7,0.67,0.26,0.26,0.7,0.67,0.72,0.47,0.14,0.35,0.85,0.58,0.37,0.72,0.94,0.08,0.87,0.12,0.35,0.98,0.54,0.63,0.98,0.35,23:36.1,24:26.7,0 days 00:00:50.558629,COMPLETE,,
452,452,19.85302758,0.5,0.61,0.26,0.58,0.49,0.42,0.69,0.2,0.2,0.96,0.98,0.21,0.27,0.28,0.09,0.09,0.64,0.16,0.68,0.59,0.86,0.48,0.46,0.04,28:57.0,29:22.3,0 days 00:00:25.264993,COMPLETE,,
674,674,19.85368463,0.02,0.66,0.47,0.86,0.37,0.53,0.55,0.35,0.06,0.57,0.3,0.06,0.82,0.07,0.2,0.08,0.42,0.15,0.91,0.33,0.03,0.11,0.1,0.71,57:30.1,59:10.0,0 days 00:01:39.900951,COMPLETE,,
741,741,19.85420989,0.26,0.7,0.48,0.94,0.41,0.57,0.6,0.3,0.14,0.44,0.41,0.02,0.73,0.18,0.22,0.67,0.32,0.21,0.96,0.17,0,0.07,0.2,0.51,53:46.6,54:19.4,0 days 00:00:32.717129,COMPLETE,,
350,350,19.85524247,0.63,0.73,0.16,0.51,0.29,0.43,0.81,0.13,0.09,1,0.95,0.27,0.23,0.38,0.31,0.04,1,0.07,0.16,0.59,0.78,0.97,0.45,0.16,42:19.5,43:02.0,0 days 00:00:42.530207,COMPLETE,,
352,352,19.85536075,0.62,0.71,0.14,0.6,0.35,0.49,0.81,0.03,0.16,0.98,0.9,0.27,0.21,0.4,0.34,0.03,1,0.07,0.16,0.5,0.76,0.96,0.34,0.15,43:41.9,44:25.6,0 days 00:00:43.729189,COMPLETE,,
177,177,19.85701235,0.75,0.84,0.03,0.34,0.68,0.57,0.82,0.32,0.17,0.18,0.81,0.63,0.4,0.63,0.39,0.09,0.87,0.07,0.06,0.82,0.54,0.75,0.16,0.44,06:38.0,07:41.7,0 days 00:01:03.679532,COMPLETE,,
623,623,19.85828897,0.11,0.67,0.41,0.93,0.37,0.52,0.53,0.34,0.07,0.59,0.22,0.03,0.83,0.12,0.21,0.08,0.46,0.19,0.89,0.26,0.05,0.07,0.14,0.58,04:54.6,05:28.7,0 days 00:00:34.045991,COMPLETE,,
635,635,19.85842196,0.03,0.67,0.4,0.88,0.36,0.52,0.47,0.34,0.08,0.59,0.31,0.05,0.77,0.02,0.18,0.57,0.41,0.2,0.93,0.32,0.02,0.05,0.15,0.69,12:17.8,12:48.9,0 days 00:00:31.047350,COMPLETE,,
288,288,19.85895094,0.71,0.47,0.09,0.46,0.55,0.61,0.76,0.28,0.18,0.1,0.97,0.13,0.34,0.49,0.22,0.18,0.98,0,0.12,0.21,0.84,0.87,0.62,0.26,01:32.7,02:27.1,0 days 00:00:54.459600,COMPLETE,,
197,197,19.86025,0.84,0.89,0.05,0.39,0.73,0.53,0.85,0.3,0.15,0.25,0.8,0.42,0.51,0.62,0.42,0.19,0.81,0.15,0.01,0.76,0.64,0.84,0.08,0.38,21:16.5,22:11.3,0 days 00:00:54.805035,COMPLETE,,
223,223,19.8614365,0.8,0.82,0.02,0.37,0.65,0.47,0.91,0.32,0.16,0.18,0.84,0.46,0.41,0.59,0.29,0.14,0.84,0.07,0.02,0.77,0.65,0.78,0.07,0.41,04:41.9,06:01.9,0 days 00:01:20.032653,COMPLETE,,
477,477,19.86281975,0.42,0.62,0.33,0.58,0.47,0.51,0.64,0.25,0.22,0.96,0.98,0.13,0.05,0.25,0.09,0.1,0.58,0.7,0.76,0.68,0.9,0.2,0.4,0.07,39:57.3,40:22.4,0 days 00:00:25.169755,COMPLETE,,
198,198,19.86532117,0.81,0.92,0.02,0.41,0.7,0.51,0.82,0.33,0.13,0.24,0.78,0.38,0.46,0.67,0.41,0.23,0.8,0.11,0.04,0.81,0.61,0.91,0.02,0.42,22:11.3,23:11.2,0 days 00:00:59.900793,COMPLETE,,
91,91,19.86759528,0.63,0.73,0.58,0.28,0.58,0.63,0.67,0.29,0.17,0.43,0.08,0.56,0.4,0.75,0.51,0.09,0.8,0.06,0.42,0.7,0.44,0.68,0.98,0.24,03:08.7,03:32.5,0 days 00:00:23.785774,COMPLETE,,
621,621,19.86813544,0.02,0.69,0.42,0.86,0.31,0.52,0.49,0.35,0.06,0.58,0.33,0.03,0.84,0.06,0.22,0.08,0.41,0.16,0.86,0.29,0.06,0,0.16,0.71,03:32.3,04:16.3,0 days 00:00:43.925512,COMPLETE,,
204,204,19.8710407,0.81,0.84,0,0.37,0.64,0.43,0.87,0.29,0.11,0.19,0.82,0.44,0.45,0.62,0.41,0.24,0.82,0.09,0,0.79,0.56,0.83,0.09,0.4,51:03.7,51:39.0,0 days 00:00:35.361023,COMPLETE,,
545,545,19.87120605,0.37,0.65,0.41,0.72,0.43,0.51,0.74,0.29,0.18,0.93,1,0.12,0,0.23,0.05,0.32,0.51,0.73,0.54,0.73,0.16,0.1,0.29,0.05,07:52.8,08:45.3,0 days 00:00:52.569817,COMPLETE,,
304,304,19.8721206,0.77,0.38,0.1,0.38,0.52,0.52,0.71,0.22,0.19,0.08,0.93,0.22,0.36,0.54,0.4,0.15,0.95,0.03,0.14,0.8,0.81,0.85,0.67,0.3,03:24.9,04:28.0,0 days 00:01:03.137774,COMPLETE,,
267,267,19.87228318,0.77,0.82,0.09,0.36,0.59,0.58,0.79,0.27,0.08,0.15,0.87,0.57,0.33,0.61,0.43,0.16,0.94,0,0.09,0.84,0.67,0.85,0.56,0.29,42:02.3,42:40.5,0 days 00:00:38.247121,COMPLETE,,
391,391,19.87263482,0.67,0.71,0.18,0.44,0.42,0.42,0.84,0.06,0.1,0.86,0.94,0.27,0.22,0.39,0.3,0.03,0.96,0.48,0.16,0.54,0.76,0.96,0.42,0.2,09:34.5,10:07.3,0 days 00:00:32.821546,COMPLETE,,
501,501,19.87543551,0.46,0.59,0.3,0.61,0.5,0.48,0.72,0.28,0.2,0.94,0.96,0.15,0.08,0.31,0.12,0.05,0.66,0.71,0.67,0.67,0.97,0.03,0.4,0.1,39:46.3,40:19.0,0 days 00:00:32.645168,COMPLETE,,
214,214,19.87921814,0.85,0.85,0.08,0.4,0.64,0.52,1,0.35,0.13,0.15,0.85,0.41,0.44,0.62,0.37,0.16,0.84,0.07,0.02,0.8,0.62,0.85,0.04,0.38,57:40.2,58:23.0,0 days 00:00:42.769530,COMPLETE,,
153,153,19.8809666,0.59,0.71,0.16,0.3,0.62,0.61,0.88,0.38,0.1,0.1,0.76,0.65,0.38,0.6,0.98,0.09,0.93,0,0.13,0.95,0.42,0.66,0.16,0.48,43:39.8,44:27.0,0 days 00:00:47.129036,COMPLETE,,
454,454,19.88098804,0.52,0.63,0.32,0.59,0.52,0.44,0.66,0.21,0.22,0.94,0.97,0.22,0.06,0.3,0.06,0.07,0.59,0.13,0.74,0.61,0.87,0.45,0.45,0.04,29:46.5,30:12.0,0 days 00:00:25.496226,COMPLETE,,
712,712,19.88241522,0.12,0.71,0.89,0.8,0.35,0.5,0.47,0.32,0.06,0.58,0.46,0.05,0.8,0.14,0.21,0.09,0.37,0.13,0.93,0.18,0.05,0.04,0.1,0.78,31:21.3,31:50.2,0 days 00:00:28.875451,COMPLETE,,
895,895,19.88251026,0.07,0.42,0.65,0.73,0.45,0.48,0.36,0.2,0.22,0.51,0.36,0.96,0.99,0.06,0,0.01,0.49,0.21,0.88,0.28,0.2,0.04,0.03,0.48,50:17.9,51:01.1,0 days 00:00:43.291903,COMPLETE,,
558,558,19.88714652,0.42,0.62,0.36,0.65,0.4,0.45,0.64,0.29,0.16,0.92,0.95,0.09,0.02,0.29,0.1,0.97,0.6,0.17,0.67,0.69,0.13,0.12,0.39,0.09,21:21.5,22:37.1,0 days 00:01:15.573027,COMPLETE,,
166,166,19.8890008,0.69,0.76,0.09,0.28,0.59,0.69,0.81,0.44,0.1,0.19,0.77,0.64,0.47,0.7,0.97,0.07,0.96,0.03,0.13,0.85,0.41,0.69,0.18,0.48,56:57.9,57:33.9,0 days 00:00:36.012608,COMPLETE,,
842,842,19.89008854,0.13,0.57,0.63,0.79,0.43,0.45,0.66,0.26,0.24,0.41,0.32,0.92,0.97,0.85,0.13,0,0.45,0.09,0.79,0.34,0.27,0.02,0.08,0.65,14:29.4,15:11.4,0 days 00:00:42.013643,COMPLETE,,
992,992,19.89061384,0.1,0.28,0.66,0.73,0.46,0.51,0.6,0.24,0.25,0.47,0.37,0.74,1,0.02,0.07,0.02,0.5,0.25,0.85,0.16,0.29,0.09,0.16,0.5,07:26.4,07:55.0,0 days 00:00:28.587196,COMPLETE,,
221,221,19.89268044,0.83,0.87,0.03,0.35,0.65,0.49,0.91,0.37,0.14,0.15,0.78,0.43,0.42,0.61,0.48,0.15,0.85,0.37,0.03,0.82,0.58,0.82,0.09,0.4,03:18.7,04:08.0,0 days 00:00:49.316051,COMPLETE,,
225,225,19.89356472,0.76,0.89,0.04,0.43,0.63,0.54,0.97,0.28,0.11,0.22,0.8,0.45,0.39,0.64,0.45,0.17,0.8,0.11,0.07,0.85,0.61,0.9,0.04,0.38,07:05.8,07:49.4,0 days 00:00:43.668092,COMPLETE,,
194,194,19.89457906,0.8,0.87,0.02,0.38,0.68,0.47,0.81,0.35,0.08,0.22,0.49,0.45,0.47,0.63,0.45,0.18,0.84,0.13,0.02,0.83,0.67,0.93,0.01,0.4,19:30.4,20:02.5,0 days 00:00:32.084526,COMPLETE,,
181,181,19.89459492,0.75,0.83,0.06,0.33,0.67,0.58,0.84,0.27,0.17,0.17,0.55,0.5,0.36,0.6,0.41,0.11,0.87,0.06,0.06,0.81,0.57,0.75,0.16,0.41,10:09.9,10:41.3,0 days 00:00:31.370408,COMPLETE,,
238,238,19.89473713,0.75,0.8,0.02,0.33,0.65,0.56,0.82,0.38,0.15,0.24,0.77,0.4,0.4,0.68,0.48,0.13,0.9,0.63,0.07,0.87,0.55,0.84,0.02,0.34,16:35.3,17:29.8,0 days 00:00:54.523447,COMPLETE,,
907,907,19.89500408,0.06,0.4,0.69,0.69,0.45,0.26,0.62,0.21,0.13,0.46,0.35,1,1,0.04,0.02,0,0.5,0.3,0.87,0.23,0.31,0.06,0.03,0.48,00:13.0,00:52.3,0 days 00:00:39.309063,COMPLETE,,
397,397,19.89560098,0.65,0.76,0.12,0.5,0.33,0.4,0.85,0.13,0.09,0.8,0.93,0.24,0.29,0.43,0.29,0.05,0.98,0.44,0.15,0.35,0.77,0.98,0.41,0.17,13:02.8,13:33.5,0 days 00:00:30.704732,COMPLETE,,
432,432,19.89617492,0.44,0.6,0.28,0.63,0.51,0.51,0.74,0.25,0.24,0.98,0.98,0.21,0.3,0.32,0.06,0.06,0.58,0.09,0.79,0.6,0.85,0.36,0.47,0.14,17:23.7,17:51.4,0 days 00:00:27.741476,COMPLETE,,
222,222,19.90132399,0.85,0.85,0.06,0.35,0.67,0.5,0.93,0.34,0.13,0.2,0.46,0.41,0.41,0.66,0.5,0.2,0.87,0.05,0,0.8,0.56,0.83,0.03,0.42,04:08.0,04:41.9,0 days 00:00:33.882460,COMPLETE,,
155,155,19.90169183,0.59,0.78,0.11,0.29,0.59,0.61,0.85,0.39,0.1,0.11,0.75,0.66,0.34,0.54,1,0.12,0.92,0.03,0.1,0.88,0.42,0.69,0.25,0.46,45:28.6,46:41.7,0 days 00:01:13.091601,COMPLETE,,
213,213,19.90209645,0.8,0.87,0.05,0.36,0.66,0.49,0.95,0.37,0.1,0.17,0.82,0.43,0.41,0.59,0.42,0.2,0.86,0.06,0,0.81,0.59,0.82,0.08,0.42,56:57.9,57:40.2,0 days 00:00:42.262282,COMPLETE,,
169,169,19.90329045,0.62,0.67,0.16,0.31,0.6,0.7,0.88,0.43,0.15,0.2,0.62,0.67,0.43,0.68,0.98,0.06,0.95,0.05,0.15,0.87,0.44,0.72,0.2,0.54,59:06.8,00:03.0,0 days 00:00:56.247088,COMPLETE,,
179,179,19.90427113,0.75,0.85,0,0.41,0.73,0.56,0.79,0.33,0.18,0.19,0.6,0.55,0.4,0.63,0.39,0.09,0.88,0.08,0.03,0.78,0.53,0.79,0.07,0.43,08:35.9,09:19.1,0 days 00:00:43.215743,COMPLETE,,
796,796,19.90473861,0.12,0.6,0.57,0.77,0.39,0.51,0.65,0.28,0.05,0.43,0.3,0.77,0.93,0.04,0.17,0.03,0.45,0.1,0.83,0.33,0.19,0.05,0.1,0.55,29:06.8,29:57.3,0 days 00:00:50.513893,COMPLETE,,
359,359,19.90512895,0.61,0.72,0.17,0.49,0.41,0.48,0.78,0.19,0.2,0.92,0.91,0.26,0.25,0.38,0.28,0.06,0.97,0.75,0.15,0.45,0.8,0.95,0.53,0.12,48:52.5,49:26.5,0 days 00:00:34.040637,COMPLETE,,
205,205,19.90550457,0.8,0.88,0.08,0.39,0.67,0.47,0.82,0.37,0.09,0.27,0.79,0.47,0.43,0.64,0.49,0.17,0.85,0.12,0,0.84,0.63,0.96,0.03,0.43,51:39.0,52:08.0,0 days 00:00:29.031809,COMPLETE,,
191,191,19.90678885,0.79,0.86,0.04,0.4,0.71,0.45,0.81,0.34,0.12,0.21,0.79,0.44,0.44,0.65,0.44,0.22,0.84,0.1,0.01,0.85,0.59,0.86,0,0.37,17:48.4,18:21.8,0 days 00:00:33.414991,COMPLETE,,
873,873,19.90928101,0.15,0.53,0.66,0.76,0.38,0.87,0.64,0.26,0.17,0.47,0.34,0.77,0.91,0.05,0.13,0,0.43,0.14,0.8,0.34,0.16,0.06,0.1,0.52,34:24.1,35:08.8,0 days 00:00:44.665583,COMPLETE,,
140,140,19.90936643,0.65,0.74,0.57,0.36,0.62,0.6,0.77,0.45,0.08,0.26,0.87,0.56,0.31,0.58,0.91,0.08,0.84,0.13,0.14,0.93,0.39,0.5,0.89,0.39,34:19.3,34:54.7,0 days 00:00:35.393364,COMPLETE,,
514,514,19.91004003,0.47,0.66,0.31,0.64,0.44,0.41,0.68,0.8,0.14,0.94,0.98,0.19,0.09,0.24,0.08,0.06,0.55,0.71,0.73,0.72,1,0.34,0.43,0.13,47:14.4,47:47.9,0 days 00:00:33.530373,COMPLETE,,
574,574,19.91332236,0.43,0.68,0.47,0.69,0.37,0.55,0.58,0.3,0.06,0.58,0.98,0.07,0.15,0.18,0.19,0.02,0.5,0.58,0.58,0.23,0.02,0.1,0.26,0.12,33:32.9,34:10.3,0 days 00:00:37.350824,COMPLETE,,
513,513,19.91639571,0.41,0.58,0.29,0.83,0.42,0.37,0.69,0.25,0.15,0.95,1,0.17,0.14,0.25,0.08,0.07,0.59,0.73,0.61,0.73,0.94,0.27,0.42,0.13,46:39.6,47:14.3,0 days 00:00:34.762263,COMPLETE,,
142,142,19.91729692,0.65,0.77,0.58,0.35,0.62,0.66,0.74,0.49,0.12,0.26,0.88,0.59,0.32,0.55,0.95,0.1,0.88,0.11,0.11,0.91,0.43,0.56,0.24,0.34,35:31.5,36:04.3,0 days 00:00:32.782390,COMPLETE,,
137,137,19.91830182,0.63,0.07,0.63,0.32,0.7,0.64,0.77,0.46,0.09,0.36,0.88,0.59,0.38,0.67,0.86,0.05,0.88,0.11,0.21,0.94,0.34,0.63,0.95,0.34,31:03.3,31:49.2,0 days 00:00:45.895506,COMPLETE,,
578,578,19.91915548,0,0.67,0.43,0.68,0.39,0.55,0.53,0.29,0.06,0.5,1,0.08,0.15,0.17,0.2,0,0.52,0.2,0.58,0.17,0.02,0.12,0.3,0.09,36:13.7,36:50.9,0 days 00:00:37.186415,COMPLETE,,
243,243,19.92245783,0.74,0.93,0,0.33,0.61,0.56,0.82,0.25,0.08,0.16,0.87,0.27,0.42,0.59,0.48,0.16,0.89,0.03,0.02,0.86,0.52,0.81,0.07,0.32,20:28.8,21:22.7,0 days 00:00:53.968916,COMPLETE,,
206,206,19.92484663,0.87,0.82,0.05,0.36,0.75,0.53,0.85,0.31,0.15,0.23,0.74,0.51,0.47,0.68,0.43,0.22,0.81,0.08,0.04,0.83,0.58,0.8,0.05,0.39,52:08.0,52:52.5,0 days 00:00:44.463377,COMPLETE,,
415,415,19.92549147,0.51,0.78,0.13,0.52,0.51,0.5,0.82,0.11,0.2,0.82,0.93,0.26,0.29,0.48,0.31,0.02,0.98,0.32,0.22,0.55,0.76,1,0.43,0.19,09:31.0,09:56.0,0 days 00:00:25.024907,COMPLETE,,
791,791,19.92673894,0.07,0.63,0.52,0.74,0.42,0.49,0.64,0.29,0.07,0.51,0.22,0.1,0.87,0.09,0.14,0.37,0.47,0.21,0.91,0.22,0.16,0.03,0.15,0.61,26:10.4,26:45.8,0 days 00:00:35.324736,COMPLETE,,
360,360,19.92706672,0.63,0.76,0.13,0.58,0.43,0.5,0.34,0.17,0.17,0.98,0.89,0.24,0.23,0.4,0.29,0.07,0.98,0.06,0.15,0.43,0.74,0.92,0.47,0.15,49:26.5,50:08.1,0 days 00:00:41.574358,COMPLETE,,
157,157,19.92719147,0.6,0.74,0.2,0.26,0.59,0.61,0.85,0.4,0.1,0.12,0.68,0.65,0.35,0.56,0.98,0.12,0.91,0,0.14,0.93,0.46,0.7,0.32,0.46,47:33.6,48:55.4,0 days 00:01:21.779184,COMPLETE,,
609,609,19.9276194,0.08,0.64,0.39,0.82,0.35,0.53,0.5,0.34,0.07,0.58,0.28,0.02,0.84,0.01,0.22,0.51,0.42,0.16,0.92,0.29,0.02,0.07,0.15,0.66,57:07.6,57:43.0,0 days 00:00:35.411482,COMPLETE,,
994,994,19.92808227,0.2,0.37,0.63,0.76,0.49,0.47,0.58,0.97,0.12,0.47,0.34,0.71,0.96,0.02,0.03,0,0.46,0.28,0.45,0.2,0.28,0.05,0.09,0.46,08:36.7,09:03.8,0 days 00:00:27.106843,COMPLETE,,
247,247,19.92879659,0.71,0.96,0,0.32,0.6,0.56,0.8,0.29,0.08,0.14,0.89,0.51,0.38,0.55,0.49,0.13,0.9,0.02,0.08,0.86,0.68,0.85,0.05,0.32,24:26.5,25:05.9,0 days 00:00:39.410599,COMPLETE,,
701,701,19.9308719,0.22,0.67,0.51,0.86,0.23,0.52,0.52,0.33,0.13,0.55,0.53,0.04,0.86,0.15,0.16,0.61,0.42,0.9,0.94,0.23,0.09,0.02,0.21,0.5,25:44.3,26:20.6,0 days 00:00:36.242592,COMPLETE,,
122,122,19.93175217,0.73,0.62,0.46,0.33,0.42,0.7,0.71,0.5,0.14,0.29,0.91,0.57,0.29,0.64,0.94,0.14,0.82,0.09,0.29,0.9,0.49,0.74,0.95,0.24,15:59.6,17:15.5,0 days 00:01:15.970031,COMPLETE,,
195,195,19.93300468,0.78,0.87,0.07,0.44,0.65,0.49,0.79,0.36,0.12,0.21,0.8,0.48,0.43,0.63,0.48,0.21,0.85,0.08,0.02,0.79,0.6,0.89,0.05,0.44,20:02.5,20:44.8,0 days 00:00:42.320184,COMPLETE,,
113,113,19.93315805,0.72,0.59,0.48,0.34,0.56,0.68,0.68,0.52,0.18,0.49,0.04,0.57,0.39,0.74,0.88,0.07,0.75,0.1,0.27,0.84,0.49,0.63,0.97,0.28,05:03.5,06:58.3,0 days 00:01:54.854373,COMPLETE,,
385,385,19.93403232,0.59,0.72,0.12,0.56,0.44,0.48,0.77,0.11,0.19,0.9,0.88,0.26,0.26,0.4,0.31,0.06,0.98,0.46,0.21,0.55,0.74,1,0.43,0.22,06:02.1,06:35.0,0 days 00:00:32.922061,COMPLETE,,
337,337,19.94017122,0.63,0.74,0.22,0.57,0.4,0.47,0.82,0.12,0.08,0.97,0.93,0.31,0.15,0.36,0.3,0,1,0.05,0.21,0.51,0.78,1,0.4,0.21,30:56.9,31:31.5,0 days 00:00:34.583152,COMPLETE,,
654,654,19.94058366,0.07,0.7,0.38,0.84,0.28,0.53,0.4,0.35,0.06,0.55,0.14,0.02,0.88,0,0.2,0.07,0.41,0.14,0.95,0.32,0.14,0.07,0.21,0.58,37:50.1,39:03.2,0 days 00:01:13.121267,COMPLETE,,
811,811,19.94764686,0.11,0.56,0.63,0.8,0.4,0.47,0.6,0.27,0.26,0.42,0.34,0.89,0.94,0.08,0.14,0.03,0.46,0.13,0.86,0.35,0.23,0.04,0.08,0.56,45:19.4,45:48.3,0 days 00:00:28.852193,COMPLETE,,
372,372,19.95409405,0.61,0.7,0.12,0.53,0.48,0.37,0.77,0.2,0.2,0.82,0.9,0.29,0.25,0.41,0.24,0.03,0.98,0.44,0.15,0.63,0.85,0.96,0.52,0.2,58:30.5,59:04.7,0 days 00:00:34.139528,COMPLETE,,
661,661,19.95744062,0.02,0.64,0.46,0.9,0.35,0.51,0.54,0.33,0.05,0.66,0.27,0,0.82,0.1,0.17,0.1,0.39,0.18,0.92,0.27,0.08,0.04,0.22,0.63,45:15.7,46:20.8,0 days 00:01:05.165446,COMPLETE,,
384,384,19.96080209,0.62,0.69,0.15,0.5,0.48,0.39,0.8,0.16,0.07,0.99,0.94,0.28,0.28,0.43,0.36,0,0.95,0.42,0.15,0.38,0.77,0.95,0.46,0.16,05:28.7,06:02.1,0 days 00:00:33.383767,COMPLETE,,
193,193,19.96223924,0.83,0.9,0,0.49,0.64,0.51,0.86,0.31,0.13,0.24,0.79,0.48,0.49,0.65,0.47,0.19,0.82,0.09,0,0.84,0.65,0.81,0.06,0.41,18:53.2,19:30.4,0 days 00:00:37.203766,COMPLETE,,
256,256,19.96231065,0.76,0.92,0,0.34,0.63,0.53,0.77,0.3,0.07,0.18,0.85,0.52,0.4,0.59,0.47,0.17,0.92,0.06,0.02,0.83,0.66,0.84,0.05,0.32,34:00.7,34:33.4,0 days 00:00:32.687802,COMPLETE,,
104,104,19.9624748,0.81,0.64,0.49,0.27,0.6,0.69,0.6,0.44,0.12,0.41,0.12,0.69,0.5,0.76,0.56,0.07,0.8,0.16,0.28,0.7,0.47,0.68,0.9,0.26,55:00.8,55:42.3,0 days 00:00:41.573751,COMPLETE,,
585,585,19.96258581,0.99,0.66,0.42,0.68,0.41,0.55,0.62,0.28,0.05,0.52,0.46,0.05,0.71,0.14,0.16,0.02,0.56,0.19,0.65,0.25,0.05,0.14,0.2,0.09,40:45.6,41:30.6,0 days 00:00:45.027432,COMPLETE,,
378,378,19.96680555,0.63,0.75,0.17,0.51,0.41,0.42,0.83,0.19,0.1,0.77,0.89,0.25,0.21,0.47,0.24,0,0.49,0.46,0.14,0.37,0.76,0.92,0.44,0.21,01:58.1,02:31.1,0 days 00:00:33.058046,COMPLETE,,
556,556,19.96753483,0.38,0.67,0.42,0.77,0.49,0.49,0.28,0.29,0.17,0.96,0.94,0.17,0.05,0.22,0.04,0,0.55,0.66,0.6,0.63,0.19,0.17,0.34,0.01,18:30.9,19:46.2,0 days 00:01:15.343344,COMPLETE,,
92,92,19.97215376,0.7,0.64,0.48,0.28,0.65,0.72,0.63,0.36,0.17,0.41,0.11,0.58,0.44,0.72,0.45,0.09,0.87,0.06,0.31,0.8,0.49,0.67,0.99,0.24,03:32.5,04:00.4,0 days 00:00:27.913781,COMPLETE,,
151,151,19.97309593,0.59,0.75,0.13,0.29,0.64,0.67,0.93,0.41,0.14,0.15,0.85,0.54,0.41,0.57,1,0.11,0.92,0.07,0.12,0.91,0.44,0.65,0.19,0.41,42:06.6,42:49.5,0 days 00:00:42.870528,COMPLETE,,
190,190,19.97390417,0.82,0.89,0.05,0.42,0.72,0.49,0.79,0.35,0.14,0.22,0.84,0.47,0.45,0.66,0.46,0.21,0.83,0.1,0,0.8,0.62,0.91,0.04,0.39,17:11.5,17:48.4,0 days 00:00:36.859542,COMPLETE,,
